Tree file : INDELible V1.03 (best viewed cut and paste in e.g. excel)

N.B. Simulation blocks with no random trees will have their trees printed for the first replicate only.

FILE	TREE	NTAXA	REP	PART	LENGTH	DEPTH	MAX PAIRWISE DISTANCE	TREE STRING
dataset_074	T074	5	1	1	0.936686	0.682998	0.828885	((9_3_0:0.19820551,9_2_0:0.09882874):0.48479250,(7_2_0:0.02776891,(3_2_0:0.00299749,3_4_0:0.00126551):0.00470957):0.11811818);

dataset_075	T075	13	1	1	3.1678	0.859139	1.65028	((((((1_0_0:0.03499881,5_0_0:0.00982069):0.03117722,8_0_0:0.05204053):0.00855300,2_0_0:0.12824678):0.14765896,(6_0_0:0.01200720,4_0_0:0.00970751):0.30821900):0.52919806,((10_0_0:0.08559118,(7_0_0:0.03512826,3_0_0:0.01049764):0.02860445):0.11357686,(11_0_0:0.05932828,9_0_0:0.12075227):0.17813132):0.50196807):0.00971443,(15_0_0:0.07717169,12_0_0:0.12982905):0.54588054);

dataset_076	T076	17	1	1	2.44999	0.96527	1.42289	(((15_0_0:0.07827281,(14_0_0:0.00021955,13_0_0:0.01711561):0.11134463):0.63384073,(10_0_0:0.07572194,(((3_1_0:0.00900822,7_1_0:0.01748817):0.03303240,((1_0_0:0.00220761,3_0_0:0.00059495):0.04421069,7_0_0:0.00119726):0.00981324):0.00765234,12_0_0:0.09889196):0.00092831):0.14660172):0.20296907,((((8_0_0:0.06138840,5_0_0:0.00120948):0.04983630,2_0_0:0.03156308):0.00628560,(6_0_0:0.00638176,4_0_0:0.02765174):0.05982349):0.30516602,(11_0_0:0.02747981,9_0_0:0.18058611):0.16656022):0.03494437);

dataset_077	T077	10	1	1	1.8354	1.10386	1.50057	(((6_0_0:0.01255287,4_0_0:0.01395832):0.09272532,(2_0_0:0.03136498,((1_0_0:0.02128270,5_0_0:0.00898727):0.00953668,8_0_0:0.07192281):0.01166716):0.13980821):0.17331880,(12_0_0:0.10705824,((13_0_0:0.01987630,14_0_0:0.00240283):0.06710518,15_0_0:0.05395128):0.00108788):0.99679802);

dataset_078	T078	13	1	1	1.50448	0.629261	0.964135	(((((5_0_0:0.02319728,8_0_0:0.02675341):0.02764575,(2_0_0:0.00413366,2_3_0:0.00770798):0.01655326):0.11171867,((4_2_0:0.01402987,6_2_0:0.00698661):0.04272199,(6_0_0:0.00334033,4_0_0:0.01465536):0.09151527):0.02411652):0.01530398,(11_0_0:0.03933343,9_0_0:0.20029359):0.02377724):0.40518998,(10_0_0:0.06326030,(7_0_0:0.03287107,3_0_0:0.00737518):0.05151087):0.25049248);

dataset_079	T079	65	1	1	4.08043	0.508917	0.978801	((((11_7_0:0.00890049,7_13_0:0.01148235):0.00597262,(4_16_0:0.00763647,6_16_0:0.01299852):0.01398692):0.25151273,(((9_0_0:0.00633595,(9_6_0:0.00418164,8_1_0:0.00244810):0.00096138):0.08968225,(11_0_0:0.02226704,((8_18_0:0.02305447,11_9_0:0.01648279):0.00033528,11_8_0:0.02305600):0.00134412):0.02834587):0.21380629,(((((14_25_0:0.00320118,13_25_0:0.02119721):0.02944425,(12_25_0:0.01710855,9_4_0:0.01700160):0.03747782):0.02823949,(3_0_0:0.00450397,(15_25_0:0.01256390,(15_30_0:0.00559344,15_29_0:0.01067866):0.00779798):0.00010253):0.06275694):0.01607071,(10_2_0:0.01678082,11_2_0:0.00562050):0.08602690):0.07187182,((((((9_5_0:0.01861699,8_19_0:0.00831585):0.03471323,11_1_0:0.01351484):0.00842493,(14_26_0:0.00295953,13_26_0:0.01466704):0.02276228):0.02261366,9_3_0:0.15297588):0.01232601,(11_10_0:0.00792410,9_1_0:0.02371845):0.16441268):0.04520497,((8_20_0:0.03394047,2_16_0:0.02564373):0.01922950,2_24_0:0.02941031):0.07800419):0.05655230):0.01823204):0.01814777):0.14191096,(((8_16_0:0.00833975,9_2_0:0.01227850):0.01954707,(1_16_0:0.02682703,5_16_0:0.00710995):0.01409921):0.35016639,((((((1_19_0:0.02745671,5_19_0:0.00643203):0.00260976,((2_21_0:0.00334453,2_22_0:0.00244120):0.00097527,15_28_0:0.00870853):0.02284132):0.08907767,(((3_13_0:0.01040196,(5_1_0:0.00539766,1_1_0:0.03065164):0.00651863):0.00893568,(7_12_0:0.02891523,3_12_0:0.01832157):0.01190164):0.01829513,((10_12_0:0.02286845,(10_15_0:0.02149151,10_14_0:0.01417491):0.00705666):0.00801591,(14_28_0:0.00209688,13_28_0:0.01859128):0.01503790):0.01826184):0.01857477):0.01261227,(((1_18_0:0.00017887,11_11_0:0.00011687):0.02155475,5_18_0:0.01095387):0.02375683,((10_0_0:0.01301556,2_18_0:0.00996583):0.05250097,(11_3_0:0.01714482,7_0_0:0.03111677):0.02001664):0.01392471):0.01143274):0.07183994,12_26_0:0.19361478):0.02659603,(2_1_0:0.03262213,(((2_23_0:0.00137623,2_17_0:0.00105558):0.01157398,8_17_0:0.01203510):0.02145613,(5_17_0:0.00610004,1_17_0:0.02108602):0.02589472):0.02176040):0.15665758):0.05982625):0.11782466);

dataset_080	T080	32	1	1	3.43066	0.905829	1.46242	(((8_1_0:0.03306112,5_1_0:0.04793697):0.28109423,((4_5_0:0.01830962,(5_16_0:0.00781691,6_5_0:0.00805940):0.00362607):0.00082769,(4_9_0:0.00909439,6_9_0:0.01932973):0.00030941):0.36310748):0.17384735,((((6_2_0:0.01112336,1_1_0:0.02755077):0.00109045,4_2_0:0.01318297):0.21207066,((2_0_0:0.01038454,5_13_0:0.01334507):0.02494732,(((2_1_0:0.00832556,(1_0_0:0.01251905,(5_15_0:0.00613829,5_0_0:0.01184180):0.00633616):0.00218339):0.00362245,8_13_0:0.03593344):0.01968989,(2_12_0:0.02566090,8_0_0:0.05850422):0.00160340):0.04597859):0.19758791):0.12197408,((((6_7_0:0.01747882,4_7_0:0.00802731):0.03607183,(4_0_0:0.01459683,6_0_0:0.00628018):0.01085375):0.08549440,((5_12_0:0.00911774,1_12_0:0.02345301):0.01989423,8_12_0:0.01372533):0.16169630):0.02429092,((8_2_0:0.07150405,2_2_0:0.05480423):0.02256807,(((1_11_0:0.02239413,5_11_0:0.01656073):0.02795854,8_11_0:0.12548972):0.02793701,2_11_0:0.04004283):0.02331268):0.16723485):0.12399065):0.43786388);

dataset_081	T081	4	1	1	0.24493	0.171896	0.236001	((15_0_0:0.00548694,12_0_0:0.01686654):0.15502963,(14_0_0:0.00344267,13_0_0:0.02999688):0.03410755);

dataset_082	T082	15	1	1	7.64198	3.31577	4.79818	(((15_0_0:0.07820145,(13_0_0:0.02526889,14_0_0:0.00361856):0.07820617):0.00578231,12_0_0:0.37804593):2.93772120,(((6_0_0:0.01112073,4_0_0:0.01831850):0.39792979,((8_0_0:0.04036639,(1_0_0:0.06140799,5_0_0:0.00947585):0.04566441):0.03525307,2_0_0:0.06162693):0.28735560):0.75841660,((9_0_0:0.22455185,11_0_0:0.18692335):0.35192209,((7_0_0:0.07197012,3_0_0:0.06914944):0.02127137,10_0_0:0.27000438):0.32106545):0.83800605):0.05333524);

dataset_083	T083	19	1	1	4.30276	0.98929	1.93572	((((12_0_0:0.51066438,15_0_0:0.19477514):0.03632641,(11_0_0:0.03509131,9_0_0:0.14801298):0.03358599):0.34254419,((((10_1_0:0.02710957,10_2_0:0.09478843):0.04471321,(7_1_0:0.01430914,3_1_0:0.00587954):0.01023808):0.19513937,(9_1_0:0.07740632,11_1_0:0.05295891):0.52062311):0.15174742,((7_0_0:0.00854311,3_0_0:0.01261894):0.02472823,10_0_0:0.16670463):0.37523173):0.03454417):0.09975546,((6_0_0:0.00652541,4_0_0:0.01501741):0.06340574,((8_0_0:0.01728091,(5_0_0:0.02157556,1_0_0:0.01411475):0.03833659):0.01955437,2_0_0:0.02195100):0.21747950):0.64947931);

dataset_084	T084	4	1	1	0.473783	0.181304	0.32948	(12_0_0:0.14817584,(15_0_0:0.17555999,(13_0_0:0.01380907,14_0_0:0.00403230):0.12646224):0.00574403);

dataset_085	T085	14	1	1	2.75001	1.1568	1.91555	((((7_0_0:0.02876795,3_0_0:0.01520862):0.03054777,10_0_0:0.08775421):0.08765317,((13_0_0:0.00999158,9_0_0:0.01884016):0.08184388,9_1_0:0.10656527):0.42612416):0.22606361,((12_0_0:0.08006014,(15_0_0:0.07900665,14_0_0:0.09616368):0.00507129):0.02958378,((12_2_0:0.05933656,(14_2_0:0.00304326,13_2_0:0.02438205):0.02229772):0.04279358,(11_0_0:0.03211090,15_2_0:0.05594397):0.06663785):0.01970772):1.01450858);

dataset_086	T086	8	1	1	0.646224	0.443302	0.57812	((2_0_0:0.02195666,(((5_1_0:0.00431761,1_1_0:0.00884878):0.00633625,(1_0_0:0.03095554,5_0_0:0.00384431):0.00259987):0.01194955,8_0_0:0.01928411):0.00976293):0.07954993,(4_0_0:0.00351557,6_0_0:0.01002011):0.43328231);

dataset_087	T087	7	1	1	2.66087	1.45392	2.25443	((2_0_0:0.05830613,1_0_0:0.10615064):0.69436668,((15_0_0:0.17109931,((8_0_0:0.00680065,14_0_0:0.00175377):0.00252271,13_0_0:0.03994363):0.12103019):0.00497758,12_0_0:0.18796418):1.26595099);

dataset_088	T088	13	1	1	2.10987	0.780453	1.32958	(((2_2_0:0.06219595,(5_2_0:0.00890857,1_2_0:0.02371299):0.08735183):0.43582285,((10_0_0:0.05291625,(7_0_0:0.02680212,3_0_0:0.02828527):0.03089797):0.00658486,((9_1_0:0.00416363,9_0_0:0.01525152):0.01231113,11_0_0:0.00776186):0.06280910):0.32289373):0.00224065,(((13_0_0:0.02288761,14_0_0:0.00204562):0.05750724,15_0_0:0.15498653):0.00102297,12_0_0:0.05606898):0.62444399);

dataset_089	T089	19	1	1	0.486137	0.156988	0.276846	(((((5_2_0:0.00250799,1_2_0:0.00830842):0.01099880,8_2_0:0.01120906):0.00472766,2_2_0:0.00940211):0.00103942,(2_1_0:0.01141558,((5_1_0:0.00283738,1_1_0:0.00456570):0.00815115,(8_4_0:0.00513583,8_1_0:0.00809829):0.00283621):0.00697786):0.00067578):0.09478379,(((2_0_0:0.00766643,2_5_0:0.00663034):0.00394540,((1_0_0:0.00931351,(5_3_0:0.00014650,5_0_0:0.00010177):0.00180937):0.00598808,8_0_0:0.01115630):0.00769198):0.03184788,((15_6_0:0.02606193,(14_6_0:0.00039054,13_6_0:0.00525024):0.01287454):0.00460277,12_6_0:0.03798761):0.04478980):0.07421056);

dataset_090	T090	16	1	1	2.5865	1.63392	1.91132	(((4_0_0:0.00043431,6_0_0:0.00708347):0.02380081,(6_1_0:0.01916873,4_1_0:0.01194088):0.01489934):0.15685681,((((13_2_0:0.00519271,14_2_0:0.00041204):0.01554110,15_2_0:0.06529903):0.00066204,12_2_0:0.06446291):0.39108785,(((15_3_0:0.00829629,(14_3_0:0.00000942,13_3_0:0.00062806):0.00166941):0.00170938,12_3_0:0.02073935):0.02684036,(12_0_0:0.07508904,((14_0_0:0.00139603,13_0_0:0.03718908):0.03454254,15_0_0:0.03967857):0.00303130):0.05636545):1.32281856):0.17965051);

dataset_091	T091	15	1	1	3.34964	1.21576	1.92879	((11_0_0:0.33745235,(((3_2_0:0.00977036,7_2_0:0.03101010):0.06192823,10_2_0:0.12060292):0.15077654,((10_3_0:0.18260789,(3_3_0:0.00968906,7_3_0:0.02754320):0.05798324):0.03341629,(3_0_0:0.01927126,7_0_0:0.02963172):0.05085306):0.06729521):0.00905516):0.37558075,((((14_0_0:0.00295761,13_0_0:0.05330918):0.12568610,15_0_0:0.08007751):0.00763320,12_0_0:0.14048414):0.01268727,(15_5_0:0.33147731,12_5_0:0.13658400):0.01184561):0.87243417);

dataset_092	T092	6	1	1	0.15261	0.0614366	0.109763	((3_0_0:0.01568368,10_0_0:0.01268316):0.03264284,(2_2_0:0.01009287,((1_2_0:0.01397586,5_2_0:0.00512215):0.00521540,8_2_0:0.01494898):0.00410695):0.03813836);

dataset_093	T093	28	1	1	2.70436	0.500274	0.915698	(((((4_5_0:0.01065683,6_5_0:0.00658011):0.02835422,5_6_0:0.09162783):0.31222850,(((9_1_0:0.03069602,15_0_0:0.03374752):0.04294771,9_2_0:0.04679898):0.20119031,((12_0_0:0.01445682,(1_6_0:0.00961936,2_6_0:0.00513710):0.00122317):0.12143929,((10_0_0:0.08596736,(7_0_0:0.01860588,3_0_0:0.01608148):0.02971119):0.03585884,((((4_6_0:0.00978186,6_6_0:0.00939222):0.00456535,7_1_0:0.00889926):0.00252350,(3_1_0:0.00701329,8_5_0:0.01538056):0.00225799):0.02846373,10_1_0:0.02912994):0.03135415):0.01988054):0.20942953):0.06496469):0.00361646,(((1_5_0:0.01087330,5_5_0:0.00227806):0.03025122,2_5_0:0.03910273):0.07468104,((((5_7_0:0.01320200,1_7_0:0.01758709):0.01985031,8_7_0:0.03058048):0.02470745,2_7_0:0.01848151):0.00333557,11_1_0:0.03499287):0.16449568):0.12629751):0.08055701,(4_3_0:0.00808403,6_3_0:0.01163014):0.40379330);

dataset_094	T094	18	1	1	9.43632	2.55696	4.07937	((((12_0_0:0.19594873,(15_0_0:0.07611377,(14_0_0:0.00456463,13_0_0:0.02858992):0.20385682):0.00786180):1.15876939,((12_2_0:0.21255862,12_3_0:0.26941196):0.02385709,((14_2_0:0.00592505,13_2_0:0.07976030):0.24020288,15_2_0:0.17550368):0.00890681):1.72851642):0.07409791,((13_1_0:0.06272615,14_1_0:0.01792137):0.17693173,15_1_0:0.34005346):1.60782943):0.42547281,(((7_0_0:0.10179981,3_0_0:0.01782921):0.06956260,(12_1_0:0.13091213,10_0_0:0.06464148):0.01866587):0.92650074,(4_0_0:0.02470103,6_0_0:0.01826873):0.92536861):0.01268576);

dataset_095	T095	17	1	1	5.91255	2.96036	3.77435	(((((15_11_0:0.03013841,15_12_0:0.04917648):0.05119423,(14_11_0:0.00292275,13_11_0:0.04785288):0.14284430):0.00560033,12_11_0:0.19396234):0.40975441,15_0_0:2.37024278):0.59011853,((6_6_0:0.02936725,4_6_0:0.01609685):0.58962847,(((2_8_0:0.04652927,(5_8_0:0.01092545,1_8_0:0.04171569):0.06272958):0.12961960,(6_5_0:0.02783290,4_5_0:0.03797587):0.18225070):0.00599428,((8_3_0:0.01304961,2_3_0:0.01851144):0.06490949,(5_3_0:0.02149528,1_3_0:0.06682170):0.02910211):0.12322674):0.30597036):0.19499388);

dataset_096	T096	13	1	1	9.77764	3.65983	5.74658	(((10_0_0:0.71773591,(7_0_0:0.22170814,3_0_0:0.02830927):0.15067650):0.45993201,(11_0_0:0.31773772,9_0_0:1.00836873):1.47635728):1.17510462,((2_0_0:0.13750297,(8_0_0:0.17873770,(1_0_0:0.17298344,5_0_0:0.02459871):0.15953371):0.04640829):0.85152025,(12_0_0:0.85734482,((14_0_0:0.01885342,13_0_0:0.10629433):0.05293388,15_0_0:0.35312860):0.03246793):1.02046393):0.20894212);

dataset_097	T097	15	1	1	2.55631	1.32806	1.99331	((((4_0_0:0.01683430,6_0_0:0.00521841):0.00180589,(((7_0_0:0.00170802,3_0_0:0.04613351):0.08216368,10_0_0:0.03012776):0.00865045,(9_0_0:0.02732849,11_0_0:0.06776483):0.00124297):0.00154434):0.50747535,((8_0_0:0.15169839,(1_0_0:0.00239288,5_0_0:0.04355153):0.02979459):0.01541887,2_0_0:0.10424096):0.00220575):0.01927894,((15_0_0:0.00000239,(13_0_0:0.01008554,14_0_0:0.01070491):0.18089984):0.00096193,12_0_0:0.05157809):1.13549360);

dataset_098	T098	6	1	1	0.442673	0.370278	0.422947	((((11_4_0:0.00001086,11_6_0:0.00013767):0.00063710,9_3_0:0.00932784):0.00605906,11_3_0:0.02490445):0.02776534,(11_5_0:0.00355340,9_5_0:0.12902243):0.24125511);

dataset_099	T099	12	1	1	0.911017	0.261283	0.417287	(((((12_26_0:0.03278915,12_25_0:0.09171887):0.01210937,(12_27_0:0.03832813,13_19_0:0.01829427):0.07610264):0.00960868,13_20_0:0.03379675):0.01542445,12_19_0:0.08337370):0.01653966,(((12_22_0:0.03330764,12_23_0:0.03611461):0.06417752,(12_24_0:0.00534939,12_21_0:0.02658378):0.18714841):0.00121739,(15_29_0:0.00802485,15_9_0:0.00898211):0.06569218):0.04633353);

dataset_100	T100	39	1	1	2.45242	0.751891	1.23702	(((4_10_0:0.00513594,6_10_0:0.01190803):0.02678586,(((((1_19_0:0.01558249,(5_19_0:0.00087551,1_18_0:0.05006292):0.00091872):0.00170267,(7_5_0:0.01906118,7_7_0:0.00050992):0.00369122):0.01083291,2_17_0:0.02423929):0.00037553,8_19_0:0.01578580):0.00466505,2_19_0:0.06450814):0.53596028):0.14737276,(((2_23_0:0.03207719,(((1_22_0:0.01129232,5_22_0:0.00371725):0.00763626,(1_20_0:0.00460031,5_20_0:0.00816246):0.00734254):0.02381838,(8_11_0:0.01993127,(1_11_0:0.02072397,5_11_0:0.00186239):0.03042102):0.01386376):0.00196182):0.07183085,((2_18_0:0.04045217,(8_18_0:0.05136144,5_18_0:0.03338318):0.05518702):0.01462078,(6_13_0:0.00947366,((4_0_0:0.00055945,4_16_0:0.00002778):0.01447074,6_0_0:0.01641891):0.00658057):0.01189220):0.00079049):0.03969918,(11_0_0:0.47244043,((((((1_21_0:0.01796020,5_21_0:0.00826960):0.01830967,(1_17_0:0.00771113,5_17_0:0.00701173):0.00572614):0.00001311,8_17_0:0.04536693):0.00649879,((7_6_0:0.00986382,7_0_0:0.00396342):0.01557272,3_0_0:0.00889162):0.00352047):0.00395614,(11_2_0:0.03081561,10_0_0:0.07621155):0.04178866):0.00292351,(3_3_0:0.04757359,(3_5_0:0.00416996,8_20_0:0.00362052):0.01984746):0.00640872):0.07716539):0.00317723):0.00951266);
